person_id,publication_id,author_position,raw_author_name,is_corresponding,sort_order
A5110330477,W4230354434,last,Clifford Geertz,0,1
A5066440194,W2067404301,first,Satu Elo,1,0
A5043669176,W2067404301,last,Helvi Kyngäs,0,1
A5050838768,W1933657216,first,Marc H. Bornstein,1,0
A5009424444,W1933657216,last,James J. Gibson,0,1
A5068935061,W2028056984,first,Koichi Momma,1,0
A5109500726,W2028056984,last,Fujio Izumi,0,1
A5080530103,W2059205366,first,Oleg V. Dolomanov,1,0
A5083294467,W2059205366,middle,Luc J. Bourhis,0,1
A5061442960,W2059205366,middle,Richard J. Gildea,0,2
A5073991542,W2059205366,middle,Judith A. K. Howard,0,3
A5009567659,W2059205366,last,Horst Puschmann,0,4
A5103453342,W2163341755,first,Airlie J. McCoy,1,0
A5110342059,W2163341755,middle,Ralf W. Grosse-Kunstleve,0,1
A5027915011,W2163341755,middle,Paul D. Adams,0,2
A5052155666,W2163341755,middle,Martyn D. Winn,0,3
A5081403104,W2163341755,middle,Laurent C. Storoni,0,4
A5068323278,W2163341755,last,Randy J. Read,0,5
A5083617813,W2063334178,first,Louis J. Farrugia,1,0
A5083617813,W2059020082,first,L. J. Farrugia,1,0
A5026919510,W1986191025,first,R. A. Laskowski,1,0
A5111577938,W1986191025,middle,M. W. MacArthur,0,1
A5112557768,W1986191025,middle,D. S. Moss,0,2
A5068874280,W1986191025,last,J. M. Thornton,0,3
A5109290455,W2016260972,first,H. M. Rietveld,1,0
A5004307122,W1966910378,first,M. Hashem Pesaran,1,0
A5070819732,W1966910378,middle,Yongcheol Shin,0,1
A5101403147,W1966910378,last,Richard J. Smith,0,2
A5023487560,W2081693079,first,M. Parrinello,1,0
A5047190718,W2081693079,last,A. Rahman,0,1
A5046587712,W2106096361,first,Philip M. Podsakoff,1,0
A5021741190,W2106096361,middle,Scott B. MacKenzie,0,1
A5022877976,W2106096361,middle,Jeong-Yeon Lee,0,2
A5081890911,W2106096361,last,Nathan P. Podsakoff,0,3
A5068157871,W2148143831,first,N. V. Chawla,1,0
A5019673624,W2148143831,middle,K. W. Bowyer,0,1
A5000168449,W2148143831,middle,L. O. Hall,0,2
A5047122075,W2148143831,last,W. P. Kegelmeyer,0,3
A5011466656,W2105934661,first,R. E. Kalman,1,0
A5000162373,W2141260882,first,G Grynkiewicz,1,0
A5028893728,W2141260882,middle,M Poenie,0,1
A5109193097,W2141260882,last,R Y Tsien,0,2
A5021751458,W1606423922,first,PH O'Farrell,1,0
A5111475928,W1581414347,first,William H. Habig,1,0
A5060571853,W1581414347,middle,Michael J. Pabst,0,1
A5111488266,W1581414347,last,William B. Jakoby,0,2
A5052210547,W1625660792,first,K Weber,1,0
A5110179662,W1625660792,last,M Osborn,0,1
A5060503589,W2168526937,first,Jordi Folch,1,0
A5109857065,W2168526937,middle,M. Lees,0,1
A5037180728,W2168526937,last,G.H. Sloane Stanley,0,2
A5110127684,W1775749144,first,OliverH. Lowry,1,0
A5032482932,W1775749144,middle,NiraJ. Rosebrough,0,1
A5004071084,W1775749144,middle,A. Lewis Farr,0,2
A5109894513,W1775749144,last,RoseJ. Randall,0,3
A5111437163,W1506043065,first,Allan G. Gornall,1,0
A5056960004,W1506043065,middle,Charles J. Bardawill,0,1
A5049425698,W1506043065,last,Maxima M. David,0,2
A5084759735,W2153435210,first,Cyrus H. Fiske,1,0
A5082766715,W2153435210,last,Yellapragada Subbarow,0,1
A5016939870,W2944434778,first,Paul A. Harris,1,0
A5091771382,W2944434778,middle,Robert Taylor,0,1
A5088605588,W2944434778,middle,Brenda L. Minor,0,2
A5019832012,W2944434778,middle,Veida Elliott,0,3
A5086831577,W2944434778,middle,Michelle Fernandez,0,4
A5058823353,W2944434778,middle,Lindsay O'Neal,0,5
A5088803813,W2944434778,middle,Laura McLeod,0,6
A5014398074,W2944434778,middle,Giovanni Delacqua,0,7
A5023489769,W2944434778,middle,Francesco Delacqua,0,8
A5086205928,W2944434778,middle,Jacqueline Kirby,0,9
A5088872453,W2944434778,last,Stephany N. Duda,0,10
A5016939870,W2093274439,first,Paul A. Harris,1,0
A5028916333,W2093274439,middle,Robert Taylor,0,1
A5023564623,W2093274439,middle,Robert Thielke,0,2
A5108345375,W2093274439,middle,Jonathon Payne,0,3
A5057407051,W2093274439,middle,Nathaniel Gonzalez,0,4
A5108689992,W2093274439,last,Jose G. Conde,0,5
A5061019231,W2169821755,first,Frank Delaglio,1,0
A5079674718,W2169821755,middle,Stephan Grzesiek,0,1
A5103500973,W2169821755,middle,GeertenW. Vuister,0,2
A5103263500,W2169821755,middle,Guang Zhu,0,3
A5002293166,W2169821755,middle,John Pfeifer,0,4
A5082289559,W2169821755,last,Ad Bax,0,5
A5050108763,W1966078827,first,Berk Hess,1,0
A5015041475,W1966078827,middle,Carsten Kutzner,0,1
A5020854808,W1966078827,middle,David van der Spoel,0,2
A5008875190,W1966078827,last,Erik Lindahl,0,3
A5022978461,W2327037637,first,Terry K. Koo,1,0
A5078472427,W2327037637,last,Mae Y. Li,0,1
A5105301983,W2000445173,first,Mary E. Charlson,1,0
A5041225023,W2000445173,middle,Peter Pompei,0,1
A5111785718,W2000445173,middle,Kathy L. Ales,0,2
A5103589646,W2000445173,last,C.Ronald MacKenzie,0,3
A5068353058,W2468996569,first,David Moher,1,0
A5113499690,W2468996569,middle,Alessandro Liberati,0,1
A5076572041,W2468996569,middle,Jennifer Tetzlaff,0,2
A5042962646,W2468996569,last,Douglas G. Altman,0,3
A5054799659,W4292229870,first,Erik von Elm,0,0
A5042962646,W4292229870,middle,Douglas G. Altman,0,1
A5077161809,W4292229870,middle,Matthias Egger,1,2
A5023436129,W4292229870,middle,Stuart J. Pocock,0,3
A5002375158,W4292229870,middle,Peter C. Gøtzsche,0,4
A5014844709,W4292229870,last,Jan P. Vandenbroucke,0,5
A5110910530,W1562208008,first,Albert Bandura,1,0
A5019637527,W1562208008,middle,W. H. Freeman,0,1
A5020349487,W1562208008,last,Richard Lightsey,0,2
A5075121395,W1987971958,first,Peter J. Rousseeuw,1,0
A5069872108,W2120902911,first,Anton Bankevich,0,0
A5057619814,W2120902911,middle,Sergey Nurk,0,1
A5024412068,W2120902911,middle,Dmitry Antipov,0,2
A5030895995,W2120902911,middle,Alexey A. Gurevich,0,3
A5066368718,W2120902911,middle,Mikhail Dvorkin,0,4
A5045174507,W2120902911,middle,Alexander S. Kulikov,0,5
A5066775675,W2120902911,middle,Valery M. Lesin,0,6
A5045523675,W2120902911,middle,Sergey I. Nikolenko,0,7
A5015116910,W2120902911,middle,Son Pham,0,8
A5020845045,W2120902911,middle,Andrey D. Prjibelski,0,9
A5077954098,W2120902911,middle,Alexey V. Pyshkin,0,10
A5069651035,W2120902911,middle,Alexander V. Sirotkin,0,11
A5076617190,W2120902911,middle,Nikolay Vyahhi,0,12
A5077061858,W2120902911,middle,Glenn Tesler,0,13
A5012222528,W2120902911,middle,Max A. Alekseyev,1,14
A5027480961,W2120902911,last,Pavel A. Pevzner,0,15
A5042863303,W2096747776,first,Stefan Grimme,1,0
A5046284587,W2096747776,middle,Stephan Ehrlich,0,1
A5051269849,W2096747776,last,Lars Goerigk,0,2
A5069147938,W2132525235,first,Tian Lu,1,0
A5010589139,W2132525235,last,Feiwu Chen,0,1
A5056022653,W2134967712,first,Oleg Trott,0,0
A5058956938,W2134967712,last,Arthur J. Olson,1,1
A5011245839,W2105668062,first,Garrett M. Morris,0,0
A5000392051,W2105668062,middle,Ruth Huey,0,1
A5028009074,W2105668062,middle,William Lindstrom,0,2
A5010562544,W2105668062,middle,Michel F. Sanner,0,3
A5004299489,W2105668062,middle,Richard K. Belew,0,4
A5040337866,W2105668062,middle,David S. Goodsell,0,5
A5058956938,W2105668062,last,Arthur J. Olson,1,6
A5042863303,W2044591029,first,Stefan Grimme,1,0
A5020854808,W2171268876,first,David Van Der Spoel,0,0
A5008875190,W2171268876,middle,Erik Lindahl,0,1
A5050108763,W2171268876,middle,Berk Hess,0,2
A5070936021,W2171268876,middle,Gerrit Groenhof,0,3
A5060550957,W2171268876,middle,Alan E. Mark,0,4
A5083564020,W2171268876,last,Herman J. C. Berendsen,1,5
A5056552672,W2150981663,first,James C. Phillips,0,0
A5048838217,W2150981663,middle,Rosemary Braun,0,1
A5100391662,W2150981663,middle,Wei Wang,0,2
A5080510232,W2150981663,middle,James Gumbart,0,3
A5087810793,W2150981663,middle,Emad Tajkhorshid,0,4
A5087861735,W2150981663,middle,Elizabeth Villa,0,5
A5076283101,W2150981663,middle,Christophe Chipot,0,6
A5049797937,W2150981663,middle,Robert D. Skeel,0,7
A5051465480,W2150981663,middle,Laxmikant Kalé,0,8
A5029996336,W2150981663,last,Klaus Schulten,1,9
A5100643054,W2147993766,first,Junmei Wang,0,0
A5090423985,W2147993766,middle,Romain M. Wolf,0,1
A5113544693,W2147993766,middle,James W. Caldwell,0,2
A5112793169,W2147993766,middle,Peter A. Kollman,0,3
A5014694160,W2147993766,last,David A. Case,1,4
A5070528313,W2132629607,first,Eric F. Pettersen,0,0
A5113145311,W2132629607,middle,Thomas D. Goddard,0,1
A5111598904,W2132629607,middle,Conrad C. Huang,0,2
A5109092982,W2132629607,middle,Gregory S. Couch,0,3
A5025911938,W2132629607,middle,Daniel M. Greenblatt,0,4
A5109200358,W2132629607,middle,Elaine C. Meng,0,5
A5086093811,W2132629607,last,Thomas E. Ferrin,1,6
A5050108763,W2128572087,first,Berk Hess,0,0
A5006958527,W2128572087,middle,Henk Bekker,0,1
A5083564020,W2128572087,middle,Herman J. C. Berendsen,0,2
A5014222269,W2128572087,last,Johannes G. E. M. Fraaije,1,3
A5060703811,W2022950330,first,Michael W. Schmidt,0,0
A5045316090,W2022950330,middle,Kim K. Baldridge,0,1
A5030527991,W2022950330,middle,Jerry A. Boatz,0,2
A5077913833,W2022950330,middle,Steven T. Elbert,0,3
A5010977651,W2022950330,middle,Mark S. Gordon,1,4
A5053685425,W2022950330,middle,Jan H. Jensen,0,5
A5040547033,W2022950330,middle,Shiro Koseki,0,6
A5072865444,W2022950330,middle,Nikita Matsunaga,0,7
A5001939738,W2022950330,middle,Kiet A. Nguyen,0,8
A5043060452,W2022950330,middle,Shujun Su,0,9
A5081731526,W2022950330,middle,Theresa L. Windus,0,10
A5074474528,W2022950330,middle,Michel Dupuis,0,11
A5082651430,W2022950330,last,John A. Montgomery,0,12
A5068520992,W2019465613,first,Steve Plimpton,1,0
A5059673789,W2106140689,first,Jean-Paul Ryckaert,1,0
A5034536267,W2106140689,middle,Giovanni Ciccotti,0,1
A5083564020,W2106140689,last,Herman J.C Berendsen,0,2
A5072341135,W1988790447,first,Yoav Freund,1,0
A5084108666,W1988790447,last,Robert E Schapire,0,1
A5009029178,W1985749074,first,danah m. boyd,1,0
A5015041288,W1985749074,last,Nicole B. Ellison,0,1
A5109877645,W1997087247,first,P.J. Van Soest,1,0
A5114376371,W1997087247,middle,J.B. Robertson,0,1
A5114258143,W1997087247,last,B.A. Lewis,0,2
A5089998471,W3121403162,first,Richard Blundell,1,0
A5107790695,W3121403162,last,Stephen Bond,0,1
A5114113233,W2035554302,first,Manuel Arellano,1,0
A5026185670,W2035554302,last,Olympia Bover,0,1
A5102799463,W1999996900,first,Tim Bollerslev,1,0
A5033404536,W2153562738,first,Søren Johansen,1,0
A5081960116,W2123036062,first,W. S. Abbott,1,0
W1663973292-person-0,W1663973292,first,Nasser M. Nasrabadi,1,0
A5064411709,W2120357670,first,J. R. Stroop,1,0
A5091820687,W1995834279,first,Eugene F. Fama,1,0
A5041631912,W1995834279,last,Kenneth R. French,0,1
A5015461877,W3124114405,first,Stewart C. Myers,1,0
A5042899303,W3124114405,last,Nicholas S. Majluf,0,1
A5068490503,W2752617332,first,Michael C. Jensen,1,0
A5000102021,W2752617332,last,William H. Meckling,0,1
A5049860225,W2132322340,first,Kurt Kroenke,1,0
A5107836452,W2132322340,middle,Robert L. Spitzer,0,1
A5050843152,W2132322340,last,Janet B. W. Williams,0,2
A5043882095,W1595159159,first,Rainer Storn,1,0
A5036754351,W1595159159,last,Kenneth Price,0,1
A5019172558,W1996299251,first,Sheldon Cohen,1,0
A5032214993,W1996299251,middle,Tom Kamarck,0,1
A5110082402,W1996299251,last,Robin Mermelstein,0,2
A5111898702,W2033904036,first,J.E. Nash,1,0
A5110091356,W2033904036,last,J.V. Sutcliffe,0,1
A5078753422,W2114918609,first,Tim Mosmann,1,0
W2099471712-person-0,W2099471712,first,柴田 淳司,1,0
A5109065097,W2187089797,first,Laurens van der Maaten,1,0
A5108093963,W2187089797,last,Geoffrey E. Hinton,0,1
A5070920982,W1880262756,first,David M. Blei,1,0
A5112456378,W1880262756,middle,Andrew Y. Ng,0,1
A5049812527,W1880262756,last,Michael I. Jordan,0,2
A5055251050,W3124536214,first,Jay Barney,1,0
A5046587712,W2150238850,first,Philip M. Podsakoff,1,0
A5046984207,W2150238850,last,Dennis W. Organ,0,1
A5103406769,W2137247419,first,Robert M. Morgan,1,0
A5079887059,W2137247419,last,Shelby D. Hunt,0,1
A5109082953,W2013386523,first,Terry Clark,1,0
A5009368676,W2013386523,last,Michael W. Porter,0,1
A5108603030,W2026368098,first,A. Parasuraman,1,0
A5002771076,W2026368098,middle,Valarie A. Zeithaml,0,1
A5032115040,W2026368098,last,Leonard L. Berry,0,2
A5005196060,W3022607203,first,Julie L. Ozanne,1,0
A5108589982,W3022607203,middle,Anselm Strauss,0,1
A5002394578,W3022607203,last,Juliet Corbin,0,2
A5047556013,W4235678817,first,Claes Fornell,1,0
A5020344688,W4235678817,last,David F. Larcker,0,1
A5047556013,W1987258130,first,Claes Fornell,1,0
A5020344688,W1987258130,last,David F. Larcker,0,1
A5029259188,W2313953460,first,Michael Geurts,1,0
A5112669993,W2313953460,middle,George E. P. Box,0,1
A5019659765,W2313953460,last,Gwilym M. Jenkins,0,2
A5041086433,W2086933933,first,W.C. Oliver,1,0
A5014023359,W2086933933,last,G.M. Pharr,0,1
A5015061000,W2055043387,first,Stephen F. Altschul,1,0
A5019579037,W2055043387,middle,Warren Gish,0,1
A5051340059,W2055043387,middle,Webb Miller,0,2
A5068657716,W2055043387,middle,Eugene W. Myers,0,3
A5056652131,W2055043387,last,David J. Lipman,0,4
A5053987808,W1975304761,first,Jack Kyte,1,0
A5109558515,W1975304761,last,Russell F. Doolittle,0,1
A5114256131,W2063450941,first,E.M. Southern,1,0
A5090728150,W2065461553,first,Motoo Kimura,1,0
A5006129599,W2029667189,first,William Humphrey,0,0
A5015421859,W2029667189,middle,Andrew Dalke,0,1
A5029996336,W2029667189,last,Klaus Schulten,1,2
A5073299189,W4234347480,first,S. P,1,0
A5070488664,W4234347480,last,K. J,0,1
A5112445766,W2114613490,first,M. Hamilton,1,0
A5083504756,W2128495200,first,Arnaud Delorme,1,0
A5053345339,W2128495200,last,Scott Makeig,0,1
A5059605501,W4292994367,first,David Watson,1,0
A5013831444,W4292994367,middle,Lee Anna Clark,0,1
A5034983879,W4292994367,last,Auke Tellegen,0,2
A5057408392,W2148905283,first,David Watson,1,0
W2148905283-person-1,W2148905283,middle,Lee A. Clark,0,1
A5034983879,W2148905283,last,Auke Tellegen,0,2
A5077619229,W1971440513,first,Reuben M. Baron,1,0
A5076830952,W1971440513,last,David A. Kenny,0,1
A5077619229,W4292811746,first,Reuben M. Baron,1,0
A5076830952,W4292811746,last,David A. Kenny,0,1
A5030498541,W2149628368,first,James A. Russell,1,0
A5022822719,W2120145199,first,Paolo Giannozzi,1,0
A5016865358,W2120145199,middle,Stefano Baroni,0,1
A5007613136,W2120145199,middle,Nicola Bonini,0,2
A5001480237,W2120145199,middle,Matteo Calandra,0,3
A5007841515,W2120145199,middle,Roberto Car,0,4
A5029838099,W2120145199,middle,Carlo Cavazzoni,0,5
A5006123131,W2120145199,middle,Davide Ceresoli,0,6
A5019659358,W2120145199,middle,Guido L Chiarotti,0,7
A5003673940,W2120145199,middle,Matteo Cococcioni,0,8
A5086157705,W2120145199,middle,Ismaila Dabo,0,9
A5024485922,W2120145199,middle,Andrea Dal Corso,0,10
A5030313940,W2120145199,middle,Stefano de Gironcoli,0,11
A5001539080,W2120145199,middle,Stefano Fabris,0,12
A5076721992,W2120145199,middle,Guido Fratesi,0,13
A5029822603,W2120145199,middle,Ralph Gebauer,0,14
A5049468136,W2120145199,middle,Uwe Gerstmann,0,15
A5087078143,W2120145199,middle,Christos Gougoussis,0,16
A5016251946,W2120145199,middle,Anton Kokalj,0,17
A5016696647,W2120145199,middle,Michele Lazzeri,0,18
A5016390582,W2120145199,middle,Layla Martin-Samos,0,19
A5005167296,W2120145199,middle,Nicola Marzari,0,20
A5072105192,W2120145199,middle,Francesco Mauri,0,21
A5090166730,W2120145199,middle,Riccardo Mazzarello,0,22
A5039348366,W2120145199,middle,Stefano Paolini,0,23
A5033544377,W2120145199,middle,Alfredo Pasquarello,0,24
A5008894911,W2120145199,middle,Lorenzo Paulatto,0,25
A5042147507,W2120145199,middle,Carlo Sbraccia,0,26
A5068192508,W2120145199,middle,Sandro Scandolo,0,27
A5084048014,W2120145199,middle,Gabriele Sclauzero,0,28
A5026989187,W2120145199,middle,Ari P Seitsonen,0,29
A5082490820,W2120145199,middle,Alexander Smogunov,0,30
A5026985550,W2120145199,middle,Paolo Umari,0,31
A5020910604,W2120145199,last,Renata M Wentzcovitch,0,32
A5085765784,W2568476927,first,Barry Checkoway,1,0
A5113667820,W2568476927,last,Donald A. Schon,0,1
A5112526522,W3121759882,first,Rafael La Porta,1,0
A5042883925,W3121759882,middle,Florencio Lopez‐de‐Silanes,0,1
A5110890240,W3121759882,middle,Andrei Shleifer,0,2
A5042883498,W3121759882,last,Robert W. Vishny,0,3
A5048969969,W2162484441,first,Paul M. Romer,1,0
A5048969969,W2168605160,first,Paul M. Romer,1,0
A5027078567,W2077791698,first,Fischer Black,1,0
A5080649765,W2077791698,last,Myron Scholes,0,1
A5111919977,W1847168837,first,Marshal F. Folstein,1,0
A5065212941,W1847168837,middle,Susan E. Folstein,0,1
A5103269584,W1847168837,last,Paul R. McHugh,0,2
A5073875709,W2131681506,first,Vincent D Blondel,1,0
A5046943453,W2131681506,middle,Jean-Loup Guillaume,0,1
A5034372799,W2131681506,middle,Renaud Lambiotte,0,2
A5043749084,W2131681506,last,Etienne Lefebvre,0,3
A5070348662,W2774486220,first,Alexandra Kuznetsova,1,0
A5069382830,W2774486220,middle,Per B. Brockhoff,0,1
A5086458689,W2774486220,last,Rune H. B. Christensen,0,2
A5018754372,W1951724000,first,Douglas Bates,1,0
A5041484206,W1951724000,middle,Martin Mächler,0,1
A5021063042,W1951724000,middle,Ben Bolker,0,2
A5043596018,W1951724000,last,Steve Walker,0,3
A5009556605,W1913957972,first,Yves Rosseel,1,0
A5082230764,W2139168999,first,Wolfgang Viechtbauer,1,0
A5020427483,W4294541781,first,Jerome Friedman,1,0
A5045744709,W4294541781,middle,Trevor Hastie,0,1
A5027340494,W4294541781,last,Robert Tibshirani,0,2
A5079355119,W2070227796,first,B. Ravel,1,0
A5031793291,W2070227796,last,M. Newville,0,1
A5008753312,W2105846236,first,Jörg Henseler,0,0
A5087109003,W2105846236,middle,Christian M. Ringle,0,1
A5053369574,W2105846236,last,Marko Sarstedt,1,2
A5068331895,W4243667233,first,Richard P. Bagozzi,1,0
A5025102458,W4243667233,last,Youjae Yi,0,1
A5068331895,W2118016181,first,R. P. Bagozzi,1,0
A5025102458,W2118016181,last,Youjae Yi,0,1
A5083492946,W2057327293,first,Akihiro Kojima,1,0
A5113642302,W2057327293,middle,Kenjiro Teshima,0,1
A5110148822,W2057327293,middle,Yasuo Shirai,0,2
A5030322278,W2057327293,last,Tsutomu Miyasaka,0,3
A5050603933,W4233194460,first,William S. Hummers,1,0
A5056321634,W4233194460,last,Richard E. Offeman,0,1
A5112712466,W2314659927,first,Maurice L. Huggins,1,0
A5074378485,W2011254969,first,Stephen Brunauer,1,0
A5036797016,W2011254969,middle,P. H. Emmett,0,1
A5034295195,W2011254969,last,Edward Teller,0,2
A5112358123,W1986113254,first,Irving Langmuir,1,0
A5014481998,W2165758561,first,Ziad S. Nasreddine,1,0
A5086171406,W2165758561,middle,Natalie A. Phillips,0,1
A5060672403,W2165758561,middle,Valérie Bédirian,0,2
A5110326819,W2165758561,middle,Simon Charbonneau,0,3
A5077733825,W2165758561,middle,Victor Whitehead,0,4
A5009807425,W2165758561,middle,Isabelle Collin,0,5
A5060487287,W2165758561,middle,Jeffrey L. Cummings,0,6
A5088503502,W2165758561,last,Howard Chertkow,0,7
A5049765310,W2124624517,first,Roberto M. Lang,1,0
A5036761815,W2124624517,middle,Luigi P. Badano,0,1
A5021369527,W2124624517,middle,Victor Mor-Avi,0,2
A5072402610,W2124624517,middle,Jonathan Afilalo,0,3
A5059264529,W2124624517,middle,Anderson Armstrong,0,4
A5087626806,W2124624517,middle,Laura Ernande,0,5
A5020932112,W2124624517,middle,Frank A. Flachskampf,0,6
A5112319973,W2124624517,middle,Elyse Foster,0,7
A5065829841,W2124624517,middle,Steven A. Goldstein,0,8
A5048024665,W2124624517,middle,Tatiana Kuznetsova,0,9
A5034995895,W2124624517,middle,Patrizio Lancellotti,0,10
A5045975461,W2124624517,middle,Denisa Muraru,0,11
A5016136470,W2124624517,middle,Michael H. Picard,0,12
A5022195731,W2124624517,middle,Ernst R. Rietzschel,0,13
A5043014936,W2124624517,middle,Lawrence Rudski,0,14
A5012681318,W2124624517,middle,Kirk T. Spencer,0,15
A5000844027,W2124624517,middle,Wendy Tsang,0,16
A5016878366,W2124624517,last,Jens-Uwe Voigt,0,17
A5085859597,W2044758663,first,Maureen Lahiff,1,0
A5072262441,W2044758663,middle,Roderick J. A. Little,0,1
