id,type,person_id,label,display_name,orcid
person:A5024304834,person,A5024304834,Jérôme Goudet,Jérôme Goudet,https://orcid.org/0000-0002-5318-7601
person:A5111957142,person,A5111957142,Jörg Drenkow,Jörg Drenkow,
person:A5008753312,person,A5008753312,Jörg Henseler,Jörg Henseler,https://orcid.org/0000-0002-9736-3048
person:W3003257820-person-64,person,W3003257820-person-64,Jörg P. Dietrich,Jörg P. Dietrich,
person:A5040031141,person,A5040031141,Jörg Peplies,Jörg Peplies,https://orcid.org/0000-0001-6154-4886
person:A5021763337,person,A5021763337,Jörg Sander,Jörg Sander,https://orcid.org/0000-0003-4068-7268
person:A5083312029,person,A5083312029,Jørgen Vestbo,Jørgen Vestbo,https://orcid.org/0000-0001-6355-6362
person:A5108375431,person,A5108375431,Jürgen Cox,Jürgen Cox,
person:A5059335443,person,A5059335443,Jürgen Curschmann,Jürgen Curschmann,
person:A5071172037,person,A5071172037,Jürgen Schmidhuber,Jürgen Schmidhuber,
person:A5032143520,person,A5032143520,K. A. Gilles,K. A. Gilles,
person:A5063500932,person,A5063500932,K. A. Gomez,K. A. Gomez,
person:A5113311455,person,A5113311455,K. C. Mo,K. C. Mo,
person:A5014930584,person,A5014930584,K. Diane Courtney,K. Diane Courtney,https://orcid.org/0009-0004-1877-9195
person:A5108236754,person,A5108236754,K. Hashimoto,K. Hashimoto,
person:A5070488664,person,A5070488664,K. J,K. J,
person:W3035965352-person-1,person,W3035965352-person-1,K. Jarrod Millman,K. Jarrod Millman,https://orcid.org/0000-0002-5263-5070
person:W3003257820-person-13,person,W3003257820-person-13,K. Jarrod Millman,K. Jarrod Millman,https://orcid.org/0000-0002-5263-5070
person:A5005226913,person,A5005226913,K. Minamimoto,K. Minamimoto,
person:A5002373101,person,A5002373101,K. Murakami,K. Murakami,https://orcid.org/0000-0001-5777-5796
person:A5067494586,person,A5067494586,K. Ohtsubo,K. Ohtsubo,
person:A5066906042,person,A5066906042,K. Paech,K. Paech,https://orcid.org/0000-0003-0625-2367
person:A5112196810,person,A5112196810,K. S. W. Sing,K. S. W. Sing,
person:A5013706446,person,A5013706446,K. S. W. Sing,K. S. W. Sing,
person:W2044465660-person-1,person,W2044465660-person-1,K. Shanmugam,K. Shanmugam,
person:A5052210547,person,A5052210547,K. Weber,K. Weber,https://orcid.org/0000-0002-9195-5579
person:A5062680462,person,A5062680462,K.C.A. Sneeuw,K.C.A. Sneeuw,
person:A5100399972,person,A5100399972,Kai Li,Kai Li,https://orcid.org/0000-0003-1560-0853
person:A5100647548,person,A5100647548,Kai Zhao,Kai Zhao,https://orcid.org/0000-0003-0468-2128
person:A5100700361,person,A5100700361,Kaiming He,Kaiming He,https://orcid.org/0000-0001-7318-9658
person:A5020081921,person,A5020081921,Kaja Abbas,Kaja Abbas,https://orcid.org/0000-0003-0563-1576
person:W4385245566-person-3,person,W4385245566-person-3,"Kaliszyk, Cezary","Kaliszyk, Cezary",https://orcid.org/0000-0002-8273-6059
person:A5040376096,person,A5040376096,Kalle von Feilitzen,Kalle von Feilitzen,https://orcid.org/0000-0002-0257-7554
person:A5088394271,person,A5088394271,Kalyanmoy Deb,Kalyanmoy Deb,https://orcid.org/0000-0001-7402-9939
person:A5037884529,person,A5037884529,Kara Dolinski,Kara Dolinski,https://orcid.org/0000-0002-7010-0264
person:A5074822720,person,A5074822720,Kara Lavender Law,Kara Lavender Law,https://orcid.org/0000-0002-5298-6751
person:A5004427441,person,A5004427441,Kara Woo,Kara Woo,https://orcid.org/0000-0002-5125-4188
person:A5073195032,person,A5073195032,Kareha M Agesa,Kareha M Agesa,
person:A5034709604,person,A5034709604,Karen E. Johnson,Karen E. Johnson,https://orcid.org/0000-0002-3935-9067
person:A5075209458,person,A5075209458,Karin E. Limburg,Karin E. Limburg,https://orcid.org/0000-0003-3716-8555
person:A5113618510,person,A5113618510,Karl Bélanger,Karl Bélanger,
person:A5078272344,person,A5078272344,Karl E. Weick,Karl E. Weick,
person:A5044060554,person,A5044060554,Karl V. Voelkerding,Karl V. Voelkerding,
person:A5058378544,person,A5058378544,Karla Soares‐Weiser,Karla Soares‐Weiser,
person:A5068024327,person,A5068024327,Karolina Edlund,Karolina Edlund,https://orcid.org/0000-0002-0276-2143
person:A5073738482,person,A5073738482,Kary B. Mullis,Kary B. Mullis,
person:A5097854457,person,A5097854457,Kaspar D. Naegele,Kaspar D. Naegele,
person:A5083176335,person,A5083176335,Katarina Le Blanc,Katarina Le Blanc,https://orcid.org/0000-0001-8716-5833
person:A5022945304,person,A5022945304,Kate Tilling,Kate Tilling,https://orcid.org/0000-0002-1010-8926
person:A5059286326,person,A5059286326,Katherine EO Todd-Brown,Katherine EO Todd-Brown,https://orcid.org/0000-0002-3109-8130
person:A5013955991,person,A5013955991,Katherine Faust,Katherine Faust,
person:A5087859284,person,A5087859284,Katherine Wolstencroft,Katherine Wolstencroft,https://orcid.org/0000-0002-1279-5133
person:A5045613469,person,A5045613469,Kathleen M. Eisenhardt,Kathleen M. Eisenhardt,https://orcid.org/0000-0002-4879-1679
person:A5027210624,person,A5027210624,Kathleen R. Merikangas,Kathleen R. Merikangas,https://orcid.org/0000-0002-4667-2414
person:A5068216862,person,A5068216862,Kathryn G. Schuff,Kathryn G. Schuff,
person:A5045645746,person,A5045645746,Kathryn M. Lemberg,Kathryn M. Lemberg,https://orcid.org/0000-0003-1511-9322
person:A5079389977,person,A5079389977,Kathryn Tunyasuvunakool,Kathryn Tunyasuvunakool,https://orcid.org/0000-0002-8594-1074
person:A5059921353,person,A5059921353,Kathy Charmaz,Kathy Charmaz,https://orcid.org/0000-0003-1188-6954
person:A5111785718,person,A5111785718,Kathy L. Aleš,Kathy L. Aleš,
person:A5029917806,person,A5029917806,Kathy Leung,Kathy Leung,https://orcid.org/0000-0003-4777-388X
person:A5034282785,person,A5034282785,Katleen De Preter,Katleen De Preter,https://orcid.org/0000-0002-7726-5096
person:A5059909558,person,A5059909558,Katrien Luijkx,Katrien Luijkx,
person:A5010992080,person,A5010992080,Katrina L. Harris,Katrina L. Harris,
person:A5028006288,person,A5028006288,Katsumi Kaneko,Katsumi Kaneko,https://orcid.org/0000-0002-2378-478X
person:A5111977275,person,A5111977275,Kazushige Sato,Kazushige Sato,
person:A5064063992,person,A5064063992,Kazutaka Katoh,Kazutaka Katoh,https://orcid.org/0000-0003-4133-8393
person:A5101897576,person,A5101897576,Kazutoshi Takahashi,Kazutoshi Takahashi,https://orcid.org/0000-0002-5329-8395
person:A5046615539,person,A5046615539,Keith A. Crandall,Keith A. Crandall,https://orcid.org/0000-0002-0836-3389
person:A5073636065,person,A5073636065,Keith C. Bible,Keith C. Bible,https://orcid.org/0000-0003-3042-5969
person:A5110163574,person,A5110163574,Keith E. Muller,Keith E. Muller,
person:A5031795997,person,A5031795997,Keith Morrison,Keith Morrison,https://orcid.org/0000-0002-5205-4639
person:A5024431380,person,A5024431380,Kelly K. O’Brien,Kelly K. O’Brien,https://orcid.org/0000-0002-1632-6537
person:A5066338056,person,A5066338056,Ken Dewar,Ken Dewar,https://orcid.org/0000-0003-2688-138X
person:A5112072892,person,A5112072892,Kenichi Honda,Kenichi Honda,
person:A5113642302,person,A5113642302,Kenjiro Teshima,Kenjiro Teshima,
person:A5047232270,person,A5047232270,Kenneth A. Bollen,Kenneth A. Bollen,https://orcid.org/0000-0002-6710-3800
person:A5108774719,person,A5108774719,Kenneth D. West,Kenneth D. West,
person:A5056315210,person,A5056315210,Kenneth F. Schulz,Kenneth F. Schulz,https://orcid.org/0000-0003-2596-7616
person:A5055590197,person,A5055590197,Kenneth J. Livak,Kenneth J. Livak,https://orcid.org/0000-0001-9105-5856
person:A5109108037,person,A5109108037,Kenneth P. Burnham,Kenneth P. Burnham,
person:A5041631912,person,A5041631912,Kenneth R. French,Kenneth R. French,
person:A5036754351,person,A5036754351,Kenneth V. Price,Kenneth V. Price,
person:A5081862885,person,A5081862885,Kenton Lee,Kenton Lee,https://orcid.org/0000-0002-9534-5970
person:A5080184036,person,A5080184036,Keri Devon,Keri Devon,
person:W3099878876-person-10,person,W3099878876-person-10,"Kern, R","Kern, R",
person:A5007985109,person,A5007985109,Kerstin Lindblad‐Toh,Kerstin Lindblad‐Toh,https://orcid.org/0000-0001-8338-0253
person:A5000991724,person,A5000991724,Kestrel Gorlick,Kestrel Gorlick,
person:A5035049472,person,A5035049472,Kevin Bealer,Kevin Bealer,
person:A5018808577,person,A5018808577,Kevin Cowtan,Kevin Cowtan,https://orcid.org/0000-0002-0189-1437
person:A5059033237,person,A5059033237,Kevin Karplus,Kevin Karplus,
person:A5023416939,person,A5023416939,Kevin McKernan,Kevin McKernan,https://orcid.org/0000-0002-3908-1122
person:A5002713363,person,A5002713363,Kevin Murphy,Kevin Murphy,https://orcid.org/0000-0001-5196-7236
person:W3035965352-person-20,person,W3035965352-person-20,Kevin Sheppard,Kevin Sheppard,https://orcid.org/0000-0001-8700-2292
person:W3003257820-person-78,person,W3003257820-person-78,Kevin Tritz,Kevin Tritz,
person:A5019673624,person,A5019673624,Kevin W. Bowyer,Kevin W. Bowyer,https://orcid.org/0000-0002-7562-4390
person:A5010413374,person,A5010413374,Kevin W. Eliceiri,Kevin W. Eliceiri,https://orcid.org/0000-0001-8678-670X
person:A5068032683,person,A5068032683,Khalid A Altirkawi,Khalid A Altirkawi,https://orcid.org/0000-0002-7331-4196
person:W2965373594-person-2,person,W2965373594-person-2,"Khan, Anas Fahad","Khan, Anas Fahad",https://orcid.org/0000-0002-1551-7438
person:A5061878115,person,A5061878115,Khurshid Alam,Khurshid Alam,https://orcid.org/0000-0002-7402-7519
person:A5082307304,person,A5082307304,Kieron Burke,Kieron Burke,https://orcid.org/0000-0002-6159-0054
person:A5001939738,person,A5001939738,Kiet A. Nguyen,Kiet A. Nguyen,https://orcid.org/0000-0003-0363-313X
person:A5054168710,person,A5054168710,Kiichiro Tomoda,Kiichiro Tomoda,
person:A5006380227,person,A5006380227,Kilian Q. Weinberger,Kilian Q. Weinberger,
person:A5041520404,person,A5041520404,Kim D. Delehaunty,Kim D. Delehaunty,
person:A5045316090,person,A5045316090,Kim K. Baldridge,Kim K. Baldridge,https://orcid.org/0000-0001-7171-3487
person:A5015181760,person,A5015181760,Kimberly D. Miller,Kimberly D. Miller,https://orcid.org/0000-0002-2609-2260
person:A5084078930,person,A5084078930,Kimberlé W. Crenshaw,Kimberlé W. Crenshaw,
person:A5056500617,person,A5056500617,Kirill Müller,Kirill Müller,https://orcid.org/0000-0002-1416-3412
person:A5012681318,person,A5012681318,Kirk T. Spencer,Kirk T. Spencer,
person:W3120106258-person-0,person,W3120106258-person-0,"Kirkwood, B","Kirkwood, B",
person:A5078910140,person,A5078910140,Kishore Papineni,Kishore Papineni,
person:W2010094123-person-12,person,W2010094123-person-12,Kjerstin M. Owens,Kjerstin M. Owens,
person:W1607071030-person-1,person,W1607071030-person-1,Klaus Gersten,Klaus Gersten,
person:A5024399587,person,A5024399587,Klaus Huber,Klaus Huber,https://orcid.org/0000-0001-7512-206X
person:A5048106610,person,A5048106610,Klaus Krippendorff,Klaus Krippendorff,https://orcid.org/0000-0001-8043-608X
person:A5029996336,person,A5029996336,Klaus Schulten,Klaus Schulten,https://orcid.org/0000-0001-7192-9632
person:A5020941997,person,A5020941997,Koblar Alan Jackson,Koblar Alan Jackson,https://orcid.org/0000-0002-5342-7978
person:A5011662069,person,A5011662069,Kohske Takahashi,Kohske Takahashi,https://orcid.org/0000-0001-6076-4828
person:A5068935061,person,A5068935061,Koichi Momma,Koichi Momma,https://orcid.org/0000-0003-0659-0964
person:A5007823743,person,A5007823743,Koichiro Tamura,Koichiro Tamura,https://orcid.org/0000-0001-7189-5399
person:A5000507804,person,A5000507804,Koji Tanabe,Koji Tanabe,
person:A5103111821,person,A5103111821,Koji Wada,Koji Wada,https://orcid.org/0000-0002-7278-7514
person:A5025596722,person,A5025596722,Koki Kamizaki,Koki Kamizaki,
person:A5041633309,person,A5041633309,Konrad Zuse,Konrad Zuse,
person:A5090341705,person,A5090341705,Koray Kavukcuoglu,Koray Kavukcuoglu,
person:A5072248970,person,A5072248970,Kostya S. Novoselov,Kostya S. Novoselov,https://orcid.org/0000-0003-4972-5371
person:A5026483005,person,A5026483005,Kota Tamada,Kota Tamada,https://orcid.org/0000-0002-6575-6189
person:A5067220816,person,A5067220816,Kourosh Kalantar‐Zadeh,Kourosh Kalantar‐Zadeh,https://orcid.org/0000-0001-6109-132X
person:A5038199341,person,A5038199341,Krassimir Atanassov,Krassimir Atanassov,https://orcid.org/0000-0001-5625-071X
person:W3092849554-person-93,person,W3092849554-person-93,Krishna K Aryal,Krishna K Aryal,
person:A5111441747,person,A5111441747,Kristen Averyt,Kristen Averyt,
person:A5053947885,person,A5053947885,Kristina Toutanova,Kristina Toutanova,
person:A5066213576,person,A5066213576,Kristopher J. Preacher,Kristopher J. Preacher,https://orcid.org/0000-0003-4099-3636
person:A5062136919,person,A5062136919,Krzysztof Chylinski,Krzysztof Chylinski,https://orcid.org/0000-0001-7029-8090
person:A5090721600,person,A5090721600,Krzysztof J. Cios,Krzysztof J. Cios,https://orcid.org/0000-0001-5808-5316
person:A5113580399,person,A5113580399,Kung‐Yee Liang,Kung‐Yee Liang,
person:A5108209336,person,A5108209336,Kunio Yagi,Kunio Yagi,
person:A5078334892,person,A5078334892,Kurt Hornik,Kurt Hornik,https://orcid.org/0000-0003-4198-9911
person:A5049860225,person,A5049860225,Kurt Kroenke,Kurt Kroenke,https://orcid.org/0000-0002-0114-4669
person:A5074675036,person,A5074675036,Kwok‐Yung Yuen,Kwok‐Yung Yuen,https://orcid.org/0000-0002-2083-1552
person:A5066967353,person,A5066967353,Kyle Bittinger,Kyle Bittinger,https://orcid.org/0000-0003-3472-5934
person:A5030127969,person,A5030127969,Kyle E. Cordova,Kyle E. Cordova,https://orcid.org/0000-0002-4988-0497
person:A5002017954,person,A5002017954,Kymberlie Pepin,Kymberlie Pepin,https://orcid.org/0000-0002-2771-309X
person:A5024849145,person,A5024849145,Kyo Bin Kang,Kyo Bin Kang,https://orcid.org/0000-0003-3290-1017
person:A5030087918,person,A5030087918,Kyunghyun Cho,Kyunghyun Cho,
person:A5079071970,person,A5079071970,L. A. Zadeh,L. A. Zadeh,
person:A5024016990,person,A5024016990,L. Banziiaf Henry,L. Banziiaf Henry,https://orcid.org/0000-0002-8143-5908
person:A5081230172,person,A5081230172,L. Bellagamba,L. Bellagamba,https://orcid.org/0000-0001-7098-9393
person:A5083421767,person,A5083421767,L. Broglia,L. Broglia,
person:A5052469447,person,A5052469447,L. Haimberger,L. Haimberger,
person:A5083898018,person,A5083898018,L. J. Sham,L. J. Sham,https://orcid.org/0000-0001-5718-2077
person:A5112983468,person,A5112983468,L. Odong Thomas,L. Odong Thomas,
person:A5022509779,person,A5022509779,L. Perera,L. Perera,https://orcid.org/0000-0003-0823-1631
person:A5110218997,person,A5110218997,L. R. Rabiner,L. R. Rabiner,
person:A5074987152,person,A5074987152,L. S. Gandin,L. S. Gandin,
person:A5078072128,person,A5078072128,L. S. Pereira,L. S. Pereira,https://orcid.org/0000-0003-4425-3408
person:A5027610285,person,A5027610285,L. S. Vygotsky,L. S. Vygotsky,
person:A5111721341,person,A5111721341,L. Wilk,L. Wilk,
person:A5106316839,person,A5106316839,LaDeana W. Hillier,LaDeana W. Hillier,
person:A5014846631,person,A5014846631,Laith J. Abu‐Raddad,Laith J. Abu‐Raddad,https://orcid.org/0000-0003-0790-0506
person:A5108622069,person,A5108622069,Lakhbir Sandhu,Lakhbir Sandhu,
person:A5012218905,person,A5012218905,Lalitha Shankar,Lalitha Shankar,https://orcid.org/0000-0002-9144-2263
person:A5110523329,person,A5110523329,Lam-Tung Nguyen,Lam-Tung Nguyen,
person:A5057422995,person,A5057422995,Lanjuan Li,Lanjuan Li,https://orcid.org/0000-0001-6945-0593
person:A5078340083,person,A5078340083,Larisa Miropolsky,Larisa Miropolsky,
person:A5091561305,person,A5091561305,Larissa Shamseer,Larissa Shamseer,https://orcid.org/0000-0003-3690-3378
person:A5058864798,person,A5058864798,Larry A. Curtiss,Larry A. Curtiss,https://orcid.org/0000-0001-8855-8006
person:A5110009578,person,A5110009578,Larry R. Faulkner,Larry R. Faulkner,
person:A5033078993,person,A5033078993,Larry Rubinstein,Larry Rubinstein,https://orcid.org/0000-0002-9720-9737
person:W2010094123-person-3,person,W2010094123-person-3,Larry W. Oberley,Larry W. Oberley,
person:A5068445062,person,A5068445062,Lars A. Akslen,Lars A. Akslen,https://orcid.org/0000-0003-2710-9543
person:A5051269849,person,A5051269849,Lars Goerigk,Lars Goerigk,https://orcid.org/0000-0003-3155-675X
person:A5077553041,person,A5077553041,Lars Isaksen,Lars Isaksen,
person:A5005772961,person,A5005772961,Lars Juhl Jensen,Lars Juhl Jensen,https://orcid.org/0000-0001-7885-715X
person:A5068408229,person,A5068408229,Lars Nyberg,Lars Nyberg,https://orcid.org/0000-0002-3367-1746
person:A5023435254,person,A5023435254,Lars S. Jermiin,Lars S. Jermiin,https://orcid.org/0000-0002-9619-3809
person:A5009625579,person,A5009625579,Lasse Buur Rasmussen,Lasse Buur Rasmussen,
person:W2104549677-person-79,person,W2104549677-person-79,Laura Clarke,Laura Clarke,
person:A5087626806,person,A5087626806,Laura Ernande,Laura Ernande,https://orcid.org/0000-0002-1906-8000
person:A5011356886,person,A5011356886,Laura Johnson,Laura Johnson,https://orcid.org/0000-0002-5368-224X
person:A5088803813,person,A5088803813,Laura McLeod,Laura McLeod,https://orcid.org/0000-0001-7424-9106
person:A5111619792,person,A5111619792,Laura Weeks,Laura Weeks,
person:A5055202207,person,A5055202207,Lauren J. McIver,Lauren J. McIver,https://orcid.org/0000-0002-2199-4310
person:A5091229340,person,A5091229340,Lauren Linton,Lauren Linton,
person:A5109065097,person,A5109065097,Laurens van der Maaten,Laurens van der Maaten,
person:A5081403104,person,A5081403104,Laurent C. Storoni,Laurent C. Storoni,
person:A5069598493,person,A5069598493,Laurent El Ghaoui,Laurent El Ghaoui,https://orcid.org/0000-0002-0499-5610
person:A5024870825,person,A5024870825,Laurent Excoffier,Laurent Excoffier,https://orcid.org/0000-0002-7507-6494
person:A5078770916,person,A5078770916,Laurent Gil,Laurent Gil,https://orcid.org/0000-0002-9475-4502
person:A5053301405,person,A5053301405,Laurent Sifre,Laurent Sifre,
person:A5033504917,person,A5033504917,Laurie Issel‐Tarver,Laurie Issel‐Tarver,https://orcid.org/0000-0003-2930-1918
person:A5058825770,person,A5058825770,Lawrence H. Schwartz,Lawrence H. Schwartz,
person:A5000168449,person,A5000168449,Lawrence Hall,Lawrence Hall,https://orcid.org/0000-0002-7898-8456
person:A5115597907,person,A5115597907,Lawrence M. Page,Lawrence M. Page,https://orcid.org/0000-0002-0658-5519
person:A5006593403,person,A5006593403,Lawrence Manion,Lawrence Manion,
person:A5043014936,person,A5043014936,Lawrence Rudski,Lawrence Rudski,https://orcid.org/0000-0003-1876-1492
person:A5051465480,person,A5051465480,Laxmikant V. Kalé,Laxmikant V. Kalé,https://orcid.org/0000-0001-9673-8445
person:A5016390582,person,A5016390582,Layla Martin‐Samos,Layla Martin‐Samos,
person:A5080765172,person,A5080765172,Le Cong,Le Cong,https://orcid.org/0000-0003-4725-8714
person:W2148905283-person-1,person,W2148905283-person-1,Lee A. Clark,Lee A. Clark,
person:A5013831444,person,A5013831444,Lee Anna Clark,Lee Anna Clark,https://orcid.org/0000-0002-2571-4347
person:A5008226395,person,A5008226395,Lee G. Pedersen,Lee G. Pedersen,https://orcid.org/0000-0003-1262-9861
person:A5024894593,person,A5024894593,Lee J. Cronbach,Lee J. Cronbach,
person:A5111444104,person,A5111444104,Lee S. Shulman,Lee S. Shulman,
person:A5100349482,person,A5100349482,Lei Liu,Lei Liu,https://orcid.org/0000-0001-6764-3260
person:A5100767849,person,A5100767849,Lei Zhang,Lei Zhang,https://orcid.org/0000-0003-4921-8986
person:A5101714940,person,A5101714940,Lei Zhou,Lei Zhou,https://orcid.org/0000-0002-6640-0774
person:W1973948212-person-1,person,W1973948212-person-1,"Lemeshow, Stanley 1948-","Lemeshow, Stanley 1948-",
person:A5078405221,person,A5078405221,Lennart Ljung,Lennart Ljung,https://orcid.org/0000-0003-4881-8955
person:A5074180547,person,A5074180547,Lenore Sawyer Radloff,Lenore Sawyer Radloff,
person:A5039125390,person,A5039125390,Leo Breiman,Leo Breiman,
person:A5112530752,person,A5112530752,Leo Haimberger,Leo Haimberger,
person:A5089893731,person,A5089893731,Leo van de Berg,Leo van de Berg,
person:A5063923755,person,A5063923755,Leona S. Aiken,Leona S. Aiken,
person:A5032115040,person,A5032115040,Leonard L. Berry,Leonard L. Berry,https://orcid.org/0000-0002-9110-7502
person:A5004080743,person,A5004080743,Leonard Wartofsky,Leonard Wartofsky,https://orcid.org/0000-0002-2183-6929
person:A5010278392,person,A5010278392,Leonardo M. Fabbri,Leonardo M. Fabbri,https://orcid.org/0000-0001-8894-1689
person:A5111911596,person,A5111911596,Lesley A. Stevens,Lesley A. Stevens,
person:A5082927689,person,A5082927689,Lesley Stewart,Lesley Stewart,https://orcid.org/0000-0003-0287-4724
person:W4392145873-person-1,person,W4392145873-person-1,"Lespez, Laurent","Lespez, Laurent",
person:A5052283192,person,A5052283192,Levi Waldron,Levi Waldron,https://orcid.org/0000-0003-2725-0694
person:A5114803298,person,A5114803298,Lewis A. Opler,Lewis A. Opler,https://orcid.org/0000-0002-4443-8675
person:A5057032257,person,A5057032257,Lewis C. Cantley,Lewis C. Cantley,https://orcid.org/0000-0002-1298-7653
person:W3038568908-person-1,person,W3038568908-person-1,LHD Experiment Group,LHD Experiment Group,
person:A5100450462,person,A5100450462,Li Fei-Fei,Li Fei-Fei,https://orcid.org/0000-0002-7481-0810
person:A5070771101,person,A5070771101,Li Guo,Li Guo,https://orcid.org/0000-0002-0184-6847
person:A5108393212,person,A5108393212,Li Shen,Li Shen,https://orcid.org/0000-0002-2283-4976
person:A5100425676,person,A5100425676,Li Zhang,Li Zhang,https://orcid.org/0000-0002-9687-8293
person:W2964015378-person-3,person,W2964015378-person-3,"Li, Ding","Li, Ding",https://orcid.org/0000-0001-7558-9137
person:W2964015378-person-2,person,W2964015378-person-2,"Li, Lin","Li, Lin",https://orcid.org/0009-0002-1572-6640
person:W2964015378-person-4,person,W2964015378-person-4,"Li, Zongyang","Li, Zongyang",https://orcid.org/0009-0005-6577-7712
person:A5018109589,person,A5018109589,Li-Gen Wang,Li-Gen Wang,
person:A5009049500,person,A5009049500,Li-Jia Li,Li-Jia Li,https://orcid.org/0000-0001-5850-7013
person:A5100322392,person,A5100322392,Liang Liu,Liang Liu,https://orcid.org/0000-0003-0568-4264
person:W2964015378-person-7,person,W2964015378-person-7,"Liang, Guangtai","Liang, Guangtai",https://orcid.org/0009-0004-2454-1706
person:A5103273466,person,A5103273466,Liang-Chieh Chen,Liang-Chieh Chen,https://orcid.org/0000-0001-8564-374X
person:A5074584778,person,A5074584778,Lianmei Jin,Lianmei Jin,https://orcid.org/0000-0002-6874-9259
person:A5017990990,person,A5017990990,Lieven Vandenberghe,Lieven Vandenberghe,https://orcid.org/0000-0003-4153-2268
person:A5005176337,person,A5005176337,Lili Ren,Lili Ren,https://orcid.org/0000-0002-6645-8183
person:W2126419817-person-7,person,W2126419817-person-7,Lin Fan,Lin Fan,
person:A5079554237,person,A5079554237,Linda P. Fried,Linda P. Fried,https://orcid.org/0000-0002-0815-1706
person:A5041071727,person,A5041071727,Linda Reed,Linda Reed,
person:A5109157911,person,A5109157911,Linda S. Fidell,Linda S. Fidell,
person:A5058823353,person,A5058823353,Lindsay O’Neal,Lindsay O’Neal,
person:A5110967014,person,A5110967014,Lindsey A. Torre,Lindsey A. Torre,
person:A5066665482,person,A5066665482,Lingjing Jiang,Lingjing Jiang,https://orcid.org/0000-0001-8706-2850
person:A5100409376,person,A5100409376,Linlin Liu,Linlin Liu,https://orcid.org/0000-0001-5093-7940
person:A5021112720,person,A5021112720,Linn Fagerberg,Linn Fagerberg,https://orcid.org/0000-0003-0198-7137
person:A5109562869,person,A5109562869,Linton C. Freeman,Linton C. Freeman,
person:A5020008219,person,A5020008219,Lior Pachter,Lior Pachter,https://orcid.org/0000-0002-9164-6231
person:A5050511926,person,A5050511926,Lisa French,Lisa French,https://orcid.org/0000-0001-7279-8582
person:A5010229710,person,A5010229710,Lisa Hartling,Lisa Hartling,https://orcid.org/0000-0001-8341-3991
person:A5079561126,person,A5079561126,Lisa Kann,Lisa Kann,https://orcid.org/0000-0002-3350-0963
person:A5102746555,person,A5102746555,Lisa L. Cook,Lisa L. Cook,https://orcid.org/0000-0002-2964-6230
person:A5039957029,person,A5039957029,Lisa O’Malley,Lisa O’Malley,https://orcid.org/0000-0002-5340-4549
person:A5034415718,person,A5034415718,Lisa Woodland,Lisa Woodland,
person:A5045479885,person,A5045479885,Li‐tze Hu,Li‐tze Hu,
person:A5023778323,person,A5023778323,Li‐Wei Hung,Li‐Wei Hung,https://orcid.org/0000-0001-6690-8458
person:A5020627596,person,A5020627596,Loo‐See Beh,Loo‐See Beh,https://orcid.org/0000-0001-7061-9317
person:A5008894911,person,A5008894911,Lorenzo Paulatto,Lorenzo Paulatto,https://orcid.org/0000-0001-6343-0006
person:A5020333045,person,A5020333045,Lori E. Dodd,Lori E. Dodd,https://orcid.org/0000-0002-3433-5429
person:A5059315543,person,A5059315543,Lorraine H. Toji,Lorraine H. Toji,
person:A5109036851,person,A5109036851,Lotfi A. Zadeh,Lotfi A. Zadeh,
person:A5108446594,person,A5108446594,Louis A. Healey,Louis A. Healey,
person:A5028291081,person,A5028291081,Louis Cohen,Louis Cohen,https://orcid.org/0000-0002-6853-3992
person:A5083617813,person,A5083617813,Louis J. Farrugia,Louis J. Farrugia,
person:A5068277529,person,A5068277529,Louise Smith,Louise Smith,https://orcid.org/0000-0002-1277-2564
person:A5081815233,person,A5081815233,Louis‐Félix Nothias,Louis‐Félix Nothias,https://orcid.org/0000-0001-6711-6719
person:A5031023857,person,A5031023857,Lov K. Grover,Lov K. Grover,
person:A5083294467,person,A5083294467,Luc J. Bourhis,Luc J. Bourhis,
person:A5001254143,person,A5001254143,Luc Van Gool,Luc Van Gool,https://orcid.org/0000-0002-3445-5711
person:A5022099745,person,A5022099745,Lucas Guimarães Abreu,Lucas Guimarães Abreu,
person:A5087893982,person,A5087893982,Luciano A. Marraffini,Luciano A. Marraffini,https://orcid.org/0000-0002-9163-0969
person:A5108080792,person,A5108080792,Lucinda A. Fulton,Lucinda A. Fulton,
person:A5070177612,person,A5070177612,Lucy D’Agostino McGowan,Lucy D’Agostino McGowan,https://orcid.org/0000-0001-7297-9359
person:A5104349268,person,A5104349268,Lucy Matthews,Lucy Matthews,
person:A5103755094,person,A5103755094,Lucy Turner,Lucy Turner,
person:A5027467000,person,A5027467000,Ludo Waltman,Ludo Waltman,https://orcid.org/0000-0001-8249-1752
person:A5036761815,person,A5036761815,Luigi P. Badano,Luigi P. Badano,https://orcid.org/0000-0002-0379-3283
person:A5067310105,person,A5067310105,Luiz Olavo Bonino da Silva Santos,Luiz Olavo Bonino da Silva Santos,https://orcid.org/0000-0002-1164-1351
person:A5020089964,person,A5020089964,Lukas Persson,Lukas Persson,
person:A5037094305,person,A5037094305,Luke A. McGuinness,Luke A. McGuinness,https://orcid.org/0000-0001-8730-9761
person:A5056334757,person,A5056334757,Luke M. Rice,Luke M. Rice,https://orcid.org/0000-0001-6551-3307
person:A5010836192,person,A5010836192,Luke Thompson,Luke Thompson,https://orcid.org/0000-0002-3911-1280
person:A5065156494,person,A5065156494,Lulu Guan,Lulu Guan,
person:A5113780239,person,A5113780239,Lynn S. Bates,Lynn S. Bates,
